source,run_id,scenario,model_name,batch_id,alpha,k,weighting,head_arch_rmb,val_f1_macro,val_acc,val_precision_macro,val_recall_macro,val_f1_judi,index_vectors,eval_time_s,trainable_params,train_time_s,catatan,timestamp,delta_vs_best_f1_macro_pp,is_tie_with_best,test_accuracy,test_f1_macro,test_f1_class1,test_precision_class1,test_recall_class1
vast,27,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.4,5,similarity,mlp,0.968554,0.981455,0.976013,0.961487,0.948413,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:01,-0.1441,True,,,,,
vast,28,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.4,10,similarity,mlp,0.968456,0.981455,0.977503,0.959978,0.948207,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:01,-0.1539,False,,,,,
vast,29,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.4,20,similarity,mlp,0.967192,0.980742,0.97702,0.958033,0.946108,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:01,-0.2803,False,,,,,
vast,30,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.4,50,similarity,mlp,0.967192,0.980742,0.97702,0.958033,0.946108,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-0.2803,False,,,,,
vast,31,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.5,1,similarity,mlp,0.938222,0.963623,0.945941,0.930955,0.898608,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-3.1773,False,,,,,
vast,32,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.5,3,similarity,mlp,0.965816,0.980029,0.978077,0.954578,0.943775,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-0.4179,False,,,,,
vast,33,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.5,5,similarity,mlp,0.968358,0.981455,0.979026,0.958469,0.948,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-0.1637,False,,,,,
vast,34,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.5,10,similarity,mlp,0.965816,0.980029,0.978077,0.954578,0.943775,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-0.4179,False,,,,,
vast,35,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.5,20,similarity,mlp,0.967089,0.980742,0.978552,0.956524,0.945892,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-0.2906,False,,,,,
vast,36,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.5,50,similarity,mlp,0.963259,0.978602,0.97713,0.950687,0.939516,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-0.6736,False,,,,,
vast,37,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.6,1,similarity,mlp,0.938222,0.963623,0.945941,0.930955,0.898608,6588,0.14,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-3.1773,False,,,,,
vast,38,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.6,3,similarity,mlp,0.965816,0.980029,0.978077,0.954578,0.943775,6588,0.04,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:02,-0.4179,False,,,,,
vast,39,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.6,5,similarity,mlp,0.964314,0.979315,0.980805,0.949615,0.941176,6588,0.06,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-0.5681,False,,,,,
vast,40,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.6,10,similarity,mlp,0.959392,0.976462,0.97571,0.944851,0.933063,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-1.0603,False,,,,,
vast,41,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.6,20,similarity,mlp,0.95913,0.976462,0.978986,0.941833,0.932515,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-1.0865,False,,,,,
vast,42,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.6,50,similarity,mlp,0.95796,0.975749,0.976867,0.941396,0.930612,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-1.2035,False,,,,,
vast,43,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.7,1,similarity,mlp,0.938222,0.963623,0.945941,0.930955,0.898608,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-3.1773,False,,,,,
vast,44,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.7,3,similarity,mlp,0.960685,0.977175,0.976183,0.946796,0.935223,6588,0.07,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-0.931,False,,,,,
vast,45,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.7,5,similarity,mlp,0.958228,0.975749,0.973644,0.944414,0.931174,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-1.1767,False,,,,,
vast,46,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.7,10,similarity,mlp,0.955343,0.974322,0.975941,0.937505,0.92623,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-1.4652,False,,,,,
vast,47,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.7,20,similarity,mlp,0.952709,0.972896,0.975016,0.933614,0.921811,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-1.7286,False,,,,,
vast,48,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.7,50,similarity,mlp,0.947214,0.970043,0.974916,0.924323,0.9125,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:03,-2.2781,False,,,,,
vast,49,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.8,1,similarity,mlp,0.938222,0.963623,0.945941,0.930955,0.898608,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-3.1773,False,,,,,
vast,50,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.8,3,similarity,mlp,0.941027,0.965763,0.955872,0.927739,0.902834,6588,0.07,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-2.8968,False,,,,,
vast,51,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.8,5,similarity,mlp,0.951699,0.972183,0.971239,0.934686,0.920245,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-1.8296,False,,,,,
vast,52,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.8,10,similarity,mlp,0.952554,0.972896,0.976721,0.932105,0.921488,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-1.7441,False,,,,,
vast,53,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.8,20,similarity,mlp,0.946223,0.96933,0.970994,0.925395,0.910973,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-2.3772,False,,,,,
vast,54,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.8,50,similarity,mlp,0.936951,0.964337,0.965958,0.913286,0.895397,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-3.3044,False,,,,,
vast,55,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.9,1,similarity,mlp,0.938222,0.963623,0.945941,0.930955,0.898608,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-3.1773,False,,,,,
vast,56,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.9,3,similarity,mlp,0.939703,0.96505,0.95533,0.925793,0.900609,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-3.0292,False,,,,,
vast,57,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.9,5,similarity,mlp,0.941413,0.966476,0.964079,0.92214,0.903093,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-2.8582,False,,,,,
vast,58,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.9,10,similarity,mlp,0.946046,0.96933,0.97271,0.923887,0.910603,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-2.3949,False,,,,,
vast,59,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.9,20,similarity,mlp,0.942377,0.96719,0.967877,0.921068,0.904564,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:04,-2.7618,False,,,,,
vast,60,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,0.9,50,similarity,mlp,0.921906,0.956491,0.958863,0.893394,0.869936,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-07-25 09:55:05,-4.8089,False,,,,,
vast,61,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,1.0,1,similarity,mlp,0.938222,0.963623,0.945941,0.930955,0.898608,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=1 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-07-25 09:55:05,-3.1773,False,,,,,
vast,62,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,1.0,3,similarity,mlp,0.939703,0.96505,0.95533,0.925793,0.900609,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=3 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-07-25 09:55:05,-3.0292,False,,,,,
vast,63,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,1.0,5,similarity,mlp,0.941413,0.966476,0.964079,0.92214,0.903093,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=5 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-07-25 09:55:05,-2.8582,False,,,,,
vast,64,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,1.0,10,similarity,mlp,0.943722,0.967903,0.968357,0.923013,0.906832,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=10 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-07-25 09:55:05,-2.6273,False,,,,,
vast,65,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,1.0,20,similarity,mlp,0.938314,0.96505,0.966438,0.915231,0.897704,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=20 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-07-25 09:55:05,-3.1681,False,,,,,
vast,66,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095451,1.0,50,similarity,mlp,0.907519,0.949358,0.953948,0.873938,0.845316,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=50 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-07-25 09:55:05,-6.2476,False,,,,,
vast,67,rmc,indobenchmark/indobert-base-p2,rmc_csv_20260725_095921,0.2,5,uniform,mlp,0.969903,0.982168,0.975056,0.964941,0.95069,6588,0.25,0,0.0,"Tahap 2 RM-c -- cek weighting=uniform di sel yang direkomendasikan (alpha=0,2 k=5, val F1-macro 0,969903 dgn weighting=similarity -- dipilih atas juara mekanis k=1/0,969995 karena k=1 secara statistik seri (delta 0,0092pp) tapi kurvanya tidak stabil/rentan 1 tetangga). Hasil similarity di sel ini sudah ada (run #15 Tahap 1) -- tinggal bandingkan apakah uniform lebih baik/sama/lebih buruk.",2026-07-25 09:59:29,-0.0092,True,,,,,
cheap_head,1,rmc,indobenchmark/indobert-base-p2,rmc_cheap_head_grid,0.0,1,similarity,linear,0.912507,0.944365,0.891506,0.93878,0.859712,6588,0.19,0,0.0,"Grid RM-c (head RM-b termurah = run#1 linear, cost-ablation), alpha=0.0 k=1, weighting=similarity -- replikasi metodologi grid resmi (RMC_TUNING_GRID.md) tapi dengan head linear (1.538 param) bukan mlp/1024.",2026-08-03 14:07:00,,,,,,,
