run_id,scenario,batch_id,model_name,alpha,k,weighting,head_arch_rmb,val_f1_macro,val_acc,val_precision_macro,val_recall_macro,val_f1_judi,index_vectors,eval_time_s,trainable_params,train_time_s,catatan,timestamp,delta_vs_best_f1_macro_pp,is_tie_with_best
13,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.2,1,similarity,mlp,0.966446,0.980029,0.969322,0.963631,0.945098,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.2 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:02,-0.2397,False
14,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.2,3,similarity,mlp,0.971151,0.982882,0.975556,0.966887,0.952756,6588,0.13,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.2 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:02,0.2308,False
15,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.2,5,similarity,mlp,0.969995,0.982168,0.973637,0.96645,0.950884,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.2 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:02,-0.1156,True
16,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.2,10,similarity,mlp,0.969903,0.982168,0.975056,0.964941,0.95069,6588,0.15,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.2 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:03,-0.1248,True
17,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.2,20,similarity,mlp,0.968747,0.981455,0.973129,0.964505,0.948819,6588,0.16,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.2 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:03,-0.2404,False
18,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.2,50,similarity,mlp,0.968747,0.981455,0.973129,0.964505,0.948819,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.2 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:03,-0.2404,False
19,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.3,1,similarity,mlp,0.960753,0.976462,0.960061,0.961448,0.935922,6588,0.1,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.3 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:04,-1.0398,False
20,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.3,3,similarity,mlp,0.966446,0.980029,0.969322,0.963631,0.945098,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.3 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:04,-0.4705,False
21,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.3,5,similarity,mlp,0.968843,0.981455,0.971733,0.966014,0.94902,6588,0.22,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.3 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:04,-0.2308,False
22,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.3,10,similarity,mlp,0.968747,0.981455,0.973129,0.964505,0.948819,6588,0.16,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.3 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:05,-0.2404,False
23,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.3,20,similarity,mlp,0.967496,0.980742,0.972622,0.962559,0.946746,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.3 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:05,-0.3655,False
24,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.3,50,similarity,mlp,0.968747,0.981455,0.973129,0.964505,0.948819,6588,0.13,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.3 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:05,-0.2404,False
25,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.4,1,similarity,mlp,0.960634,0.976462,0.961333,0.959939,0.935673,6588,0.1,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:05,-1.0517,False
26,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.4,3,similarity,mlp,0.968747,0.981455,0.973129,0.964505,0.948819,6588,0.19,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:06,-0.2404,False
27,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.4,5,similarity,mlp,0.967595,0.980742,0.971218,0.964068,0.946955,6588,0.13,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:06,-0.3556,False
28,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.4,10,similarity,mlp,0.967395,0.980742,0.974056,0.96105,0.946535,6588,0.1,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:06,-0.3756,False
29,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.4,20,similarity,mlp,0.967395,0.980742,0.974056,0.96105,0.946535,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:07,-0.3756,False
30,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.4,50,similarity,mlp,0.963603,0.978602,0.972557,0.955214,0.940239,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.4 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:07,-0.7548,False
31,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.5,1,similarity,mlp,0.923835,0.953638,0.9172,0.930877,0.87619,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:07,-4.7316,False
32,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.5,3,similarity,mlp,0.967395,0.980742,0.974056,0.96105,0.946535,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:07,-0.3756,False
33,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.5,5,similarity,mlp,0.966446,0.980029,0.969322,0.963631,0.945098,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:08,-0.4705,False
34,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.5,10,similarity,mlp,0.967294,0.980742,0.975522,0.959542,0.946322,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:08,-0.3857,False
35,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.5,20,similarity,mlp,0.96603,0.980029,0.97503,0.957596,0.944223,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:08,-0.5121,False
36,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.5,50,similarity,mlp,0.961056,0.977175,0.971559,0.951323,0.936,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.5 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:08,-1.0095,False
37,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.6,1,similarity,mlp,0.923835,0.953638,0.9172,0.930877,0.87619,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:09,-4.7316,False
38,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.6,3,similarity,mlp,0.966135,0.980029,0.973556,0.959105,0.944444,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:09,-0.5016,False
39,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.6,5,similarity,mlp,0.966343,0.980029,0.970703,0.962123,0.944882,6588,0.14,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:09,-0.4808,False
40,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.6,10,similarity,mlp,0.96603,0.980029,0.97503,0.957596,0.944223,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:09,-0.5121,False
41,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.6,20,similarity,mlp,0.960933,0.977175,0.973067,0.949814,0.935743,6588,0.1,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:10,-1.0218,False
42,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.6,50,similarity,mlp,0.958228,0.975749,0.973644,0.944414,0.931174,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.6 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:10,-1.2923,False
43,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.7,1,similarity,mlp,0.923835,0.953638,0.9172,0.930877,0.87619,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:10,-4.7316,False
44,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.7,3,similarity,mlp,0.958751,0.975749,0.967612,0.950449,0.932271,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:10,-1.24,False
45,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.7,5,similarity,mlp,0.96015,0.976462,0.966708,0.953904,0.934653,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:11,-1.1001,False
46,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.7,10,similarity,mlp,0.963603,0.978602,0.972557,0.955214,0.940239,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:11,-0.7548,False
47,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.7,20,similarity,mlp,0.950699,0.971469,0.967569,0.935759,0.918699,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:11,-2.0452,False
48,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.7,50,similarity,mlp,0.945063,0.968616,0.968837,0.924959,0.909091,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.7 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:11,-2.6088,False
49,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.8,1,similarity,mlp,0.923835,0.953638,0.9172,0.930877,0.87619,6588,0.08,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:12,-4.7316,False
50,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.8,3,similarity,mlp,0.944192,0.96719,0.952774,0.936156,0.908367,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:12,-2.6959,False
51,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.8,5,similarity,mlp,0.952611,0.972183,0.962134,0.943739,0.922156,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:12,-1.854,False
52,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.8,10,similarity,mlp,0.95605,0.974322,0.968056,0.94505,0.927711,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:13,-1.5101,False
53,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.8,20,similarity,mlp,0.944088,0.967903,0.965076,0.926031,0.907598,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:13,-2.7063,False
54,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.8,50,similarity,mlp,0.932132,0.961484,0.958919,0.91003,0.8875,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.8 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:13,-3.9019,False
55,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.9,1,similarity,mlp,0.923835,0.953638,0.9172,0.930877,0.87619,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=1 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:13,-4.7316,False
56,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.9,3,similarity,mlp,0.944192,0.96719,0.952774,0.936156,0.908367,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=3 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:14,-2.6959,False
57,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.9,5,similarity,mlp,0.936516,0.96291,0.948013,0.925992,0.895582,6588,0.13,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=5 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:14,-3.4635,False
58,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.9,10,similarity,mlp,0.948234,0.970043,0.965013,0.933376,0.914634,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=10 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:14,-2.2917,False
59,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.9,20,similarity,mlp,0.942753,0.96719,0.964578,0.924085,0.90535,6588,0.14,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=20 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:14,-2.8398,False
60,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,0.9,50,similarity,mlp,0.921029,0.955777,0.95484,0.894466,0.868644,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=0.9 k=50 -- memetakan bobot fusi optimal x jumlah tetangga tanpa training tambahan.",2026-09-08 01:20:15,-5.0122,False
61,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,1.0,1,similarity,mlp,0.923835,0.953638,0.9172,0.930877,0.87619,6588,0.09,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=1 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-09-08 01:20:15,-4.7316,False
62,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,1.0,3,similarity,mlp,0.944192,0.96719,0.952774,0.936156,0.908367,6588,0.13,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=3 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-09-08 01:20:15,-2.6959,False
63,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,1.0,5,similarity,mlp,0.936516,0.96291,0.948013,0.925992,0.895582,6588,0.12,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=5 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-09-08 01:20:16,-3.4635,False
64,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,1.0,10,similarity,mlp,0.941979,0.966476,0.959376,0.926666,0.904277,6588,0.11,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=10 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-09-08 01:20:16,-2.9172,False
65,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,1.0,20,similarity,mlp,0.937775,0.964337,0.959358,0.919321,0.897119,6588,0.13,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=20 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-09-08 01:20:16,-3.3376,False
66,rmc,rmc_tuning_grid,indobenchmark/indobert-lite-base-p2,1.0,50,similarity,mlp,0.908478,0.949358,0.948432,0.878465,0.847312,6588,0.1,0,0.0,"Grid RM-c (weighting=similarity dikunci, head RM-b run#28), alpha=1,0 k=50 -- baseline murni retrieval k-NN (head diabaikan sepenuhnya) -- batas atas pengaruh retrieval.",2026-09-08 01:20:16,-6.2673,False
67,rmc,rmc_tuning_grid_stage2,indobenchmark/indobert-lite-base-p2,0.2,5,uniform,mlp,0.969995,0.982168,0.973637,0.96645,0.950884,6588,0.1,0,0.0,"Tahap 2 RM-c -- cek weighting=uniform di sel yang direkomendasikan (alpha=0,2 k=5, val F1-macro 0,969903 dgn weighting=similarity -- dipilih atas juara mekanis k=1/0,969995 karena k=1 secara statistik seri (delta 0,0092pp) tapi kurvanya tidak stabil/rentan 1 tetangga). Hasil similarity di sel ini sudah ada (run #15 Tahap 1) -- tinggal bandingkan apakah uniform lebih baik/sama/lebih buruk.",2026-09-08 01:20:18,-0.1156,True
